text,label
2342, connection motive two  random shooting,0
2343, pakneedsmediapolicy called desi liberals want uncontrolled n unlimited liberty media acceptable positive society,0
2344, I would affirm tell beautiful time beauty comes also wthin,0
2345, gt unfuckable '' truth statement see lies '',0
2346, ugh sucks ! ! ! least wallet,1
2347, hope feeling better soon,0
2348, entire article piece trash precinct full dumbfuck pigs,1
2349, I  like hope next tyler final  wins petty,1
2350, bret maybe 're running away pretended expert got pounded submission girl assume demand proof I provided provided 'your say terms debating lost nice day '',1
2351, antifa boot camp ,0
2352, likely gang related violence illegal gun strict gun control cities,0
2353, looks less like getting  dinners day like 's getting  dinners day,0
2354, compare two countries like  always find one stricter gun control lower murder rate pattern democratic freedoms,0
2355, ... .except millennials gun control,1
2356, despicable !,1
2357, rei evangelion concept/design ,0
2358, BOTH GUILTY CRIMINAL BEHAVIOR amp know  god removes amp barriers getting truth ! MAGA,0
2359, labour swagodking british conservatives made grave error protecting viktor orban - via,0
2360, 's wearing hero 'costume ' /is/ completely invisible ... yes ? '',0
2361, give desperate spread hate amp send love victim lost humanity stop think trying achieve look like want start war innocent people,0
2362, liberals kavanaugh 's best man job,0
2363, I n't like bc anti-semitic muslim racist questions ?,1
2364, add insult injury ?  % devoid empathy,0
2365, ps gun control laws subsidised healthcare real,0
2366, I hope beat ass private,1
2367, least  type fucked,1
2368, I say grab difference maker home run hitter compliment smoke means release grant snead take  know whole story browns would release legit number one WR,1
2369, get ! ! ! !,0
2370, continues look government spending part II focused funding announcements made battleground quebec summer cdnpoli,0
2371, lady get real trump rich  need tax payers money.liberals still tax payers money,0
2372, mean n't share left 's usual view nd amendment constitution liberals say change times '' ? '',0
2373, ? ? ? fuck ? ?,1
2374, lmao getting brave  stay pressed trashno neptune,0
2375, good luck,0
2376, opposes student loan refinancing bill would help hundreds thousands borrowers get lower rates net cost taxpayers losing election desperate politician democrats might want let steal issue,0
2377, n't work ! ! maybe needs glasses ! ! ! !,1
2378, I 'm ya I played beta last night I 'm fan since bad company  mind u shit fucking awful gunplay I fine graphics themself spooky hell 's bright makes nauseous,0
2379, trump could get liberals scream bloody hell open transparency,1
2380,  mysterious I still think,0
2381, ... .. gun control laws '' ?,0
2382, warriorscoach fundraising gun control brady PAC pacgoldenstatewarriors stevekerr headcoach,0
2383, stop playing babe know love I talk trump go put ANTIFA dress like going get tonight !,0
2384, yeah real blond like uncle donnie,1
2385, KO like damigo ANTIFA girl berkeley blow kiss 's going,0
2386, LIAR ! ! ! ! ... see clarence thomas confirmation ... never lie ! ..it always delay tactic ... nothing ... disgusting liberals game call 'politics ',1
2387, lmfaoo !  bitch,1
2388, alt-left crazy discredited numerous women dems left lies name DR. LIAR,1
2389, agreed I  saying,0
2390,  release names elected officials paid silence sexual assault claims done office fund designated paying claims ford know got home maybe attack happened took home,1
2391, referred POTUS  donald   jourdan  letter cc,0
2392, fake ?  different maps guys,0
2393, 're dying party split nationalists conservatives n't going hold much longer real cohesive ideology anymore 's simply team better team,0
2394, funny say anyone disagrees wrong I guess everyone left wrong since I 'm always right even facts sometimes go I 'm saying ?,0
2395, anyone concerned mass gun killings '' reject `` gun control '' outright unconstitutional especially since first  years twentieth century alone  governments  killed  million people facilitated `` gun control  '',1
2396, carlson showed us exactly - slimeball fox representative fox watchers love views ate normal intelligent people disgusted tactics loved avenatti laughed face,0
2397, even pedophiles interviews tell way stop kill pedophiles even admit prison offend  keeps alive prison ... hope another opportunity molest innocent child sick f*cks,1
2398, believe  years ago man went boys school way try stop confirmation blew face corrupt pos ! ! !,1
2399, shows scared liberals new going guided constitution amp bill rights honestly believed made powerless today 's courts trump MAGA amp deplorables helping,1
2400, oh dear conservatives implode,0
2401, hey pauly ... rest countries catch USA 's environmental policies .. let us know ! !,0
2402, U nasty bitch,1
2403,  % say better ! MAGA,0
2404, brookee baldwin erin burnett start showing cleavage boobies CNN might,1
2405, yeah keep mocking right yes vote,1
2406, I 'm hoping 's joke antifa morons clue many people carry backup guns disarmthem stunt make lethal threat states math happen silly antifagoons,1
2407, typical ... backfires 's nothing see move along ... trump supporters days thing ... shit trump getting called 's nothing see move along lol,1
2408, I guess old white guys DO kinda look alike ... ,1
2409, fukushima-daiichi n't hurricane comparing apples amp orangutans,0
2410, I n't mind going sleepover ! long safe protected ! !,0
2411, yet n't know actually antifa members far right pretending violent antifa make people like think dangerous  hmm,0
2412, liberal MSM stalkers along antifa voteredtosaveamerica,0
2413, cause democrat,0
2414, thank god win money american workers pocket jobs available tax breaks middle class industrial boom I live new neighborhoods schools built handle people coming fill jobs,0
2415, BS made lying liberal..a cheap filthy whore whose lies help undermine REAL WOMEN sexually assaulted trashy liberals cares ? '' right ? long end justify means ? trashy libs tried thing judge thomas democrats sick '',1
2416, strictest gun control laws country ? saying goes ban guns criminals ! seems proving go get chicago,1
2417,   lil baby I  proud working hard thank still like  sweetest   ever change,0
2418, david stop logical connections ... true journalists like vogue..,1
2419, ONLY acceptable way end sex,1
2420, bitch u  message,1
2421, whenever I see get vote '' makes think liberals trying rally voters historically much lower turnout numbers ers I see asians think `` hell might vote republican ! '' -p '',0
2422, -= I crying ,0
2423, guna spell like frida ''  '',0
2424, congrats love ! proof enough courage determination literally overcome anything thank beacon hope everyone ,0
2425, I think nailed n't want oath. MAGA,0
2426, aww beautiful always,0
2427, bullshit,1
2428, stupid,1
2429, trump rudy talk finding collusion stories nothing collusion know found lol,0
2430, basically exploiting people fear spiders know lot em  stole pic scare people arachnophobia,0
2431, still trump train nowhere ! ,1
2432, andrew ... position gun control canada ?,0
2433, many issues facing australian voters single obsession australian conservatives bullying transgender children ...,1
2434, trump publicly lusted daughter GOP still elected let 's stop pretending morality decency means jack shit conservatives,1
2435, law enforcement gets carry around semi-automatic guns make judgment calls lives dies based solely race appearance gun control arguments NEVER EVER take account police brutality,0
2436, talking dude ... ignored,1
2437, crazy people n't care use I suppose leftist says bad n't gun sounds like 're disappointed n't way scream gun control,1
2438,  loser bitch ! lol ! fuck MAGA,1
2439, lmao joke,0
2440,  teachers students blasted wisconsin -gauge winchester  pump-action shotgun NRA blames gun control laws,0
2441, glad one watches !,0
2442, maga baby ! !,0
2443, 've got ? NDP liberals grasp anything get attention sure enjoying watching meltdown,0
2444, never expect nikki haley mentions,0
2445, misplaced anger n't make lies taking knee true sorry loss WRONG ... WRONG ... WRONG,0
2446, resists newest tactic conservatives decided trend disarmthem '' advocates attempting take weapon people open carrying open carry hopefully retention holster  likely result fired upon nd party '',1
2447, fuck give guy many chances matter talented,0
2448, says little commie thot I bet  hourly rate,1
2449,  going end massive heart attack never find election went,0
2450, seriously despicable even look kids eye ...,1
2451, barf squishy self-righteous source 's whole deal TBC 're young dumb history major conservatives '' 've swallowed SJ BS like hand wave I 'll assume without evidence prager lame '',1
2452, I think one -- feels like story trap people go nuts complain -- talk gun control cruz could use fire base claiming want take away A rights couple shells,0
2454, bro,0
2455, still know prayed,0
2456, could clarify specific lies fake news believe propagating sources verify information false ?,0
2457, liberals opposing liberalism ? ,0
2458, hahahaha ... another MAGA ! making attorneys get attorneys ... ... ... ... .guess n't believe innocence ... postponethevote,0
2459,  ,0
2460, big true,0
2461, whenever conservatives whine kavanaugh appointed fast enough I think garland never getting hearing year shhh hypocrites,0
2462, share twtich ? trying make shit work,1
2463, awesome tweet bring best people appreciated thanks yesterday 's many live updates live coverage one news story !,0
2464, thank seeing light stopkanavaugh PLEASE VOTE NO HE NOT OK ! ! ! help SAVE DEMOCRACY ,0
2465, comments pity obviously mentally well piss extent POC would concerned '' mental well '',0
2466, much prettier,0
2467, ha ! compared ? kerry ? obama ? clinton ? booker ? harris ? REALLY ?,0
2468, I  sooo happy gator ! ! ,0
2469, brilliant idea ! conservatives ran netflix ...,0
2470, guys gon na play  beautiful  tonight ?,0
2471, love kayla 're glad 're okay,0
2472, libertarians conservatives working together achieve authoritarianism ... shock name PPC similar PRC sure good choice,0
2473, chris burns fascist nothing,1
2474, yeahh tbh weirdos think sex weird way,1
2475,  CONSERVATIVES SUDDENLY REALIZE JUVENILE OFFENDERS DESERVE LENIENCY president regularly refers teenage gang members  animals  past called imposing death penalty alleged teen rapists ...,1
2476, fact believe two conservatives shred decency deeply disturbing even disturbing I  believe either either still  hurt try,0
2477, sorry  socialist ! ! I contributed ted cruz ! ! sick liberals,1
2478, radical liberals supported president bush 's plan allow YOUNG people invest  %  % social security private marketplace may solvent !,0
2479, lol ,1
2480, please draw stupid sexy nezha nidus shoulder something,1
2481, needed brains sidewalk,0
2482, liar,1
2483, I would temporarily change parties republican party would primary agent orange '' REAL republican conservative would MAGA ! ! ! least great start '',0
2484, FU emmys hosts insinuating vote wrong illogical I voted trump cuz I 'm tired typical political nonsense theswamp cuz n't agree vote n't mean n't count political colinjost michaelche MAGA,0
2485, join boycottemmys maga,0
2486, sure THEY exposed filth amp constant coverups ABUSE ! vow celibacy amp purity ? '' maybe giant sleaze fest vatican amp elsewhere join priesthood pedo permission abuse ? ? truthjustice '',0
2487, shitty wipers,1
2488, agree transparency releasethedocuments MAGA,0
2489, I  love see alan moore takedown EVS issue I  % certain alan moore  know,0
2490, jiyoonfact father group,0
2491, IS x REAL ONES know kuniva 'd rip anyone apart right NOW studio street,0
2492, liberals used abused african american group comes contact extension corrupt ruthless ways trying get power .the metoo .so called movement reduced tool,0
2493, war conservatives never stops,0
2494, wicked like troubled sea rest whose waters cast mire dirt peace saith god wicked '' isaiah :- '',0
2495,  million defenseless people rounded exterminated th century gun control,0
2496, holy fuck,1
2497, right supreme court divided  liberals  conservatives means important rulings coming need kavanaugh vote ..and  trumps ticket freedom  GOP ticket agenda,0
2498, agree ! THE rock star ages proof ? I 'm old love pink '' video hilarious brimming strong woman attitude actually sing opposed wannabes THE BEST ! '',0
2499, good christian asked god spare properties virginia beach slightly impacted know  club prayer god spare mine hell everybody else '' '',1
2500, yeah ...  fakenews MAGA trump walkaway,0
2501, omg bobbybrown sister leolahbrown bet bobby roe story calling ex-wife fabrication lies celebnmusic celebritynews breakingnews news thebobbybrownstory,0
2502, antifa members  clients,0
2503,  talking though pres trump failing every turn actuality totally opposite get grip fool !,1
2504, schools beautiful places safety threatened  built like vault simply chose consider gun control,0
2505, qanon MAGA Q drop ,0
2506, disco pose  white dude overbite  look classic dance move,1
2507, ... like great drum mother 's chest anthem peaceful army '' I 'm guessing anthem song josh wrote mother 's said interviews philosophy comes '',0
2508, interesting-cause leftists threaten us-but regulary shoot/stab us I wonder maybe mr. swalwell n't all-in violence toward conservatives certainly always seems ignore/suppor ANTIFA instance,1
2509, racist ! '' imagine black woman accused I probably keep see dems seeing somehow thinking `` make even worse kavenaugh ? got ! '' '',0
2510, going support trump raise replace  coming anyway angry oral tapdance substantive betrayal shtick longer working ...,0
2511, I 'm assuming able pay k fees k salary next year ? I think woul negative unless koch bros pay bought sold,0
2512, like sharing water ! un fucking real ,1
2513, happy birthday mrs aggers - hope great day,0
2514, alert ! babies n't always aware,0
2515, get ya booty texas,0
2516, peter ... .look liberal self making sense ... ..it little suspicious everyone making last minute claims kavanaugh trump hating liberals ... course zero proof anything ... like collusion obsession,1
2517, vile,0
2518, varda fav valar badass I bet melkor agrees also xd,0
2519, order today fam LMFAO,0
2520, tuesdaythoughts democrats liberals feel compelled stop conservative judge like kavanah supreme court ? democrats favor upholding every immoral law country would prefer evil instead good ?,0
2521, botox treatments ?,0
2522, god I  know  punch carole reunion smug asshole I know dealing lot I hope well,1
2523, holy shit sears ?,1
2524, yeah !  wing cooking !  kinds measurements need follow otherwise  end tasting like garbage,1
2525, liberals melt   ,1
2526, ATTENTION ! A north carolina twitter user ... publicizing ANTIFA TARGET LIST names high profile AND everyday trump supporters twitter informed NOT suspended account check lists '' '',0
2527, lose tomorrow r fucked tomorrow season lol tough schedule drop one like,1
2528, ... gamestop,0
2529, everyone called nazi  antifa scum politicians,1
2530, please stop calling losers  elite ,1
2531,  usually twitter  conversations  point dana may kind woman  want help woman wants THE prima donna amp  care developing next-gen girls.she gun control amp  bothered school shootings-must like kids,1
2532, gon na much choice people keep waking start voting exactly antifa meeting ? describe antifa '' ? '',0
2533, n't disagreeing basically saying hope 're right spontaneously combust,0
2534, know make professor even woker '' ? 's gun control nut ... '',1
2535, gone long IMO trump wants meet trying help trump reach peace deal blows able tell world lying everyone order trick certain people could take,0
2536, hey never walk alone '' `` got best '' `` im one I love world '' `` take hand cause euphoria '' `` im learning love '' list keeps growing ! ! ! '',0
2537, hmm ... thoughts MAGA ?,0
2538, livedexperiencedisevidence course sure implying I dismissing ? ?,0
2539, listen lady tweet fact I  sick hearing trump every time I listen news idk fuck get trying spin sort racial situation ! YOU part problem stop turning shit something ,1
2540, right shaft SHAFTICUS !,0
2541, spirit bless ,0
2542, actually bad argument considering conservatives stood clarence thomas,0
2543, hey taravat interested meet immigration lawyer please let know help get citizenship get canadien citizenshop one best best lawyer ever ...,0
2544, NY faso NRA scores  NRA - candidate positions gun rights  %  NRA political victory fund - lifetime score A+  NRA political victory fund - positions gun rights A++  new yorkers gun violence - gun control score  %,0
2545,  conservatives law abiding citizens n't come table gun control lunatics like guy longer weapons removing guns slowly surely everyone regardless,1
2546, .boris johnson n't care family forced abortion child mistress daughter says selfish bastard betrayed divorced  women rtoday,1
2547, wtf  treating antifa terrorism ?,1
2548, GOP wins mid-terms easily reason dont put masks grab weapons go ANTIFA people like clowns going much fun ! ! ! !,1
2549, stunning !,0
2550, hate break mr billionaire NFL owner  wrong optics protest terrible NFL jeopardizes long-term viability,0
2551, union teachers children learn zero brain washed liberals vote STOP IT NOW,0
2552,  worry hun I sharing everyone needs see talent ! ! ,0
2553, I  antifa angel come set dregs deplorables free free caring losers think,0
2554, hear game taken away called official theif took point took game away woman 'd never done man ? would love hear thoughts,0
2555, omg yessss !,0
2556, I wish  keep elections especially antifa,0
2557, lying attorney  year old claim ? I know 's hard liberals look two things,1
2558, needs either pick politics singing ... ... either way stinks !,1
2559, A videographer reported violence antifa found dead due tragic car accident police believe death accident welcome tolerant left,1
2560, I know storm gon na ... photos shit bro,1
2561, hecking cute fluffer,0
2562, looks like ANTIFA thugs,1
2563, needs  gun control !  ,0
2564, focused getting illegal immigrants country worried fixing loopholes gun control ?,0
2565, look pot calling kettle black liberals pulling sorts stunts trying get rid your/my/our president ever since hillary hilariously lost election,1
2566, lose entire career ? ? people despicable I know believe god hell filled liberals like dianne,1
2567, I never skyped wa interested skyping ct ! message !,0
2568, one thing mr morrison achieved demonstrate unsuitable role,0
2569, tories labour GE conservatives conservatives knew jeremy_hunt language skills  'll want sound ,0
2570, workjams everything buyit,0
2571, treason went iran ? beg iran give treasons time get power back keep giving tax payers iran terrorists leader,1
2572, hopefully kind outrageous behavior motivate senator collins vote FOR appointment judge kavanaugh disgraceful libtards,0
2573, yeah niggas dey wear durag dey joke hard fuck,1
2574, stop BS A woman murdered home ! incredibly irresponsible I outraged blaming victim black man weed anything murder home ?,1
2575, antifa yeah 's fringe organization like wastes humanity I grew around em ended meth heads junkees republican alt-right activists I guess 're product environment,1
2576, I take lunch germany ? ! beauty,0
2577, wow ! liberals heads EXPLODING TRUTH finally coming ! BEST NEWS EVER ! americans FINALLY GET TO FIND OUT THE TRUTH ! MOST CORRUPT EVER ! MAGA,1
2578, reason n't get point n't understand priesthood holy orders sacrament I much educating people catholic faith try catechism council trent,0
2579, publishers ?,0
2580, brian sorry loss probably grandpa looking huge smile sorry god wanted,0
2581, I  argue fucking day long IM  % RIGHT ! ! ! !,1
2582, great connection ! ! !,0
2583, every one council,0
2584, one best teachers I know friend !,0
2585, ATTENTION publicizing ANTIFA TARGET list trump supporters names high profile many random trump supporters PLEASE report twitter ! NOT suspended account chick list YOUR name lists '' '',0
2586, yeah godless liberals hate truth facts,0
2587, FASCISTS OF THE FUTURE WILL CALL THEMSELVES ANTI FASCIST ANTIFA COMES TO MIND,1
2588, take gun violence cities already strict gun control 's extremely low gun crime decreased time gun ownership increased,1
2589, thank god PPC party eh true conservatives believe getting paris accord dropping supply demand dairy,0
2590, thank sm !,0
2591, music ?,0
2592, many liberals believe hillary 's explanation ? one worked russia uranium one plus questionable activities investigated,0
2593, zero accomplishments,0
2594, catholics RUN parrishes,0
2595, absolute worst ! elizabethholmes theranos minutes happy CMS SHUT fraud !,0
2596, please dont let cruz get away tax spend liberal racist dog whistle crap fire back facts call bs,1
2597, dont need gun control need white male control ...,1
2598, haha great ending modern antifa THE embarrassing movement since  nu  metal late kids look back way ex limp biscuit fans say fuck I thinking ! ? !,0
2599, TIRED,0
2600, boycott,0
2601, funny thats exactly problematic members ANTIFA officially recognized terrorist group want,0
2602, longer believe single word despicable woman utters - A liability nation,0
2603, donald trump never president,0
2604, zim midrand let 's wait see,0
2605, pretty ,0
2606, ... stayed put past  months-according  federal reserve bank atlanta '' MAGA '',0
2607, mid-s god  sake I suppose next  blaming gordon brown  gross errors churchill  taking us back onto gold standadd,0
2608, definitely man god,0
2609, really needs go talks sides mouth kiss ass !,1
2610, stink I prefer andriese one good thing stretched go  innings somehow torey still leave long though,0
2611, bite,0
2612, I think favorite god I need get back game ! dragon quest  right ,0
2613, mark judge kavanaugh 's bro liberals trying take fun away ... brent musburger  call hot girl hot ... obama wants outlaw guns  children.the children children ... one belch f*cking children '',0
2614, also trump IS fascist- LITERALLY central govt thing anyone always seems depend upon 's running magas fine fascist trump liberals fine obama ideas good government bit different course admit quaker,1
2615, hillary counting chickens hatched remember ?,0
2616, leftism please conform groupthink designated interest ethnic group independent thought helps conservatives,0
2617, big nerd seems..,1
2618, fb ? ? ?,0
2619,  let MSM keep calling second referendum remain EU option really people  vote one problem  options could bigger perhaps  stages would better,0
2620,  well maybe deep blue lib controlled CA strictest gun control laws nation  apply law illegals,0
2621,   myth  mean something  true ?  ... hmmmm .. hollyweird liberals stick make believe world.. dummies ,1
2622, MAGA podcastful blockchainful it'sful meansful bewise working mothersful trying makewise ...,1
2623, yep ... somebody going down.. may finally exposed,0
2624,  last   K 's catcher CA N'T CATCH !,0
2625, mccabe mr. mueller - unindicted co-conspirators anti-trump coup - american thinker MAGA PJNET trumptrain lockherup comey comygate comeyshouldbeindicted TW,0
2626, embarrassing citizen ! !,1
2627, blatantly lie much,0
2628, 's need complete ANTIFA look,0
2629, seems hard believe stood next guy wearing shorts n't masturbate I 'll take word,1
2630, dad 's army,0
2631, careful danger pushing maps back closet,0
2632, I could care less viewpoints NOT hero mine I prefer scholar-like man conservatism x.not everyone take stance heroic may look leaders define hero  get think people,0
2633,  MAGA patriot qanon walkaway WWGWGA godsarmy thegreatawakening JESUSLIVES  catchtheredwave votered PLEASE SIGN TO REMOVE CONSERVATORSHIP THAT OBAMA PUT ON FANNIE MAE amp FREDDIE,0
2634, update feinstein 's anonymous BS letter FAILED spartacus either,0
2635, perfect every way ! ! !,0
2636, YOOOOO I n't know son 's awesome look focused ,0
2637, ok - hear superman '' thing time certainly busy could EXCELLENT opportunity step movies cavill steping !,0
2638, ... congratulations truly greatest speedster world ever known,0
2639, wow ! ! ! wonder liberals got worse party bullies women ... ? ? ? accountability,1
2640, idiots grandstands like,1
2641, dangerous ask supporting facts surrounding allegation crime ? liberals want conservatives guilty proven innocent transparent,0
2642, bring hypocrite gungrabber MAGA,1
2643, bitch call,1
2644, thing  agree match point following rules think sex honestly call thief penalized shit wack,1
2645, I second  fucking nuts,1
2646, eric holder major embarrassment law enforcement nothing innocent black males killed streets one sorry black brother,1
2647, litterally best could ever ask SO sweet funny cute gorgeous omygod heart full,0
2648, average american  lying around buy new glock likely mr. antifa using unemployment check purchase dental work casket,1
2649, I like see try antifa listed domestic terrorism glad n't live czech republic,0
2650, nibbling lower lip looking upwards   leave stevie.  honestly  know without,0
2651, count  way behaves represent women,0
2652, easy big fella ! ! would baseball bravos ! ! ! lol,0
2653, wait need warrant ? currently investigation ? pretty sure currently alive,0
2654, liberals  realize thousands unaccompanied minors thrown across border ... .. supposed take care ? angelina jolie ?,1
2655, A country happy hunt constitutional presidents desert chancellor referring truth antifa videos merkelkratie maassen merkel seehofer,0
2656, turd ,1
2657, even teens commit _proven_ crimes records expunged turn  someone please tell thing ? I see one old california hag outing another old california hag expressed wonder much paid ? ,0
2658, fascists amp nazis n't abide patriotic views shared presence glad brownshirt arm antifa left n't inflict usual violence vs citizens dare speak hear dems enjoy wings/beer/country music ? 're less-than '' walkaway '',1
2659,  wife,0
2660, BITCH I FUCKING FELT THAT SHIT,1
2661, I told stop eating booty day nooooo,1
2662, given  volts !,1
2663, ANTIFA ! ! ! '' lt kicks man pit gt '',0
2664, really pisses ,0
2665, BREAKING th circuit order delete tweet makes trump look like knows,0
2666, I know facetious incapable understanding contradictions,1
2667, peach naturally human toadette created drug become human nintendo wanted peach playable needed excuse since NSMBU kidnapped,0
2668,  % women use silence express pain know truly hurt chooses ignore,0
2669, cant ISIS blow two assholes ? ?,1
2670, exactly mean  common sense gun control  first need understand firearms function role constitutional republic banning law abiding citizens nothing protect law abiding citizens,0
2671, free milk health issue education one  nothing education budget,0
2672, know ANTIFA stands ?,0
2673, holder worse john gotti al capone ? neither held honest law abiding citizens attorney general nations history censored congress,0
2674, sooooo pretty ! ! ! ! !,0
2675, amp statement jewish antifa berlin point lt ,0
2676, john kerry loser traitor country doesnt understand voted party bec hated iran deal working iran gov worst acting agent foreign government amp  registered investigated,1
2677, donald trump said mr cruz lying dog ca n't trust wife said father involved shooting president president texas dallas america ca n't trust lier stand texas campaing,1
2678, sadly disappointed conservatives also marxists ... control police state ... ... ... ONLY UKIP WILL SET THE COUNTRY FREE,1
2679, dare questioning service little thing called vietnam war ? france surrendered vietnam snowflake supremo ho chi minh liberals JFK LBJ went refused fight win go back vietnam finish fight restore draft ?,0
2680, amazing liberals believe lie supports agenda ford lady right loony tunes liar kavanaugh  mother ruled parents court years ago ford scrubbed social media accounts hide true leftist activism LIAR,0
2681, grandmom anon ... ,0
2682, satan,1
2683, psychic ,0
2684, people calling everyone nazis sun becomes tiring stupid frankly people called zena bash nazi turns half mexican polish descent family barely escaped death nazis keep desensitize word,1
2685, sadly anna decent fair minded one nation conservatives like seem endangered species party tory grass roots support man boris johnson  record morality standards ? caricature like mogg ?,0
2686, maryland remember vote rednovember th need put conservatives house senate KAG end gov't corruption washington want keep economy booming keep jobs,0
2687, could shit would talking like BUTCH NOO YOU ALREADY KNOW HE A FUCK BOII BYE,1
2688, almost forgot nigga ya past life lmao,1
2689, liberal n't even live FL,1
2690, yes,0
2691, proud harper govt good cda today good amp bad  nice see liberals give conservatives mention,0
2692, paris terror attacks brought eric holder behalf obama administration oh gun control '',1
2693, I  toast hillary,0
2694, lmao fuck u bae,1
2695, used mean permanent powers '' `` oligarchy '' powers `` conservatives '' 's become like `` antifa '' 's amorphous faceless everchanging cast characters used throw shade anyone `` opposes '' trump jerome corsi sold lie best recently '',0
2696, someone please explain liberals takes clapping kneeling actually make real difference,0
2697, I completely believe GTMO traitor,1
2698,  politicians must act strict gun control robust support mental health care solution based fear greed simply fallacy thanks taking matters seriously,0
2699, MAGA sing like one listening love like 've never hurt vote GOP one watching n't listen liberals ' dirt,0
2700, petty semantics regarding ANTIFA better,0
2701, life crappy crappy  threatening kill everyone another nut job ... listen FBI !,1
2702, ! one responded quickly know false flag attack caused deep state ! president trump could n't picked better lawyer EVERYTHING ! qanon neverforget MAGA,0
2703, met ian sinclair brook ? one piece I wish I would  known characters voice actors met,0
2704, block idiot 's even worth post,1
2705,  trump NEVER received contributions seas  obama received million said NOTHING fact delete twitter propaganda get help trump derangement syndrome swamp hardball tucker,0
2706, many  thoughtful conservatives  rushed kavanaugh  defense  consider statements black teenagers tells everything  thoughtful  truly,0
2707, wednesdaywisdom obama appointed liberal judges tired looking stupid smacks california law gun control A,1
2708, oh I dream big I always MAGA name calling pretty lame  tcot p,0
2709,,0
2710, nope 's clear lying also every accusation known child molester roymoore true conservatives love R apists,1
2711, nah antifa good get killed,1
2712, congratulaions terrific dont let fucked umpire ruin things 'd happy,1
2713, god easy play 's embarrassing,0
2714, please call vote conservatives also vote november,0
2715, talk trump 's dick allegedly looking like toad mariokart thing accomplished libs picturing  year old man naked MAGA,1
2716, idea old ?,0
2717, wonder left biased.. never trust state broadcaster brainwash kids liberals,0
2718, dems done since KKK except back accused black men raping white women lynched play old playbook everyone liberals crying outrage fake n't pressuring ellison resign,1
2719, lol I assist often swearer 's lott 's international comparisons lancet 's  % drop equally garbage,0
2720, I happy say I reported video  times I 'm glad taken amazing youtuber content stolen large insult content creator mind blowing honor help amazing person !,0
2721, /the democratic party  anything  muslim brotherhood amp  care monahan muslim brotherhood needs declared terrorist organizationall ! ellison also supports ANTIFA people foul  scary !,1
2722, one added  liberals I  like slaughter  last month fun,1
2724, sweet adorable oppa,0
2725, gut lt  lt  lt  lt ,0
2726, bored ? askally,0
2727, doubt losing much sleep guy busted flush  years,1
2728, aaaahh~  *scribe uses run away tiny mantis cool scary*,0
2729, psychotic liberals fake media amp RINOS walking thin ice forget real americans ... ones put trump white house never allow take white house btw..thanks kavanaugh b.s.-insures WE WILL VOTE ! ! WE ARE SICK OF DC !,1
2730, even imagine loser '' said lil ' antifa '',0
2731, holder guilty multiple offenses ...,0
2732, fuck haha,1
2733, yep truly paragon beauty,0
2734,,0
2735, ?  want  tacos want fucking gun control seriously trying capitalize tragedy ?,1
2736, made guys dumb SHIT,1
2737, ouch horrible,1
2738, want rephrase ? I think talking U number ?,0
2739, answer one question ? find lying set still defend party,0
2740, maybe 's special ,0
2741, dildo !,1
2742, tuesdaythoughts seems like twatter released kraken conservatives posting today WONDER WHY ?,0
2743, lived country gun control sad true ,0
2744, modest ,0
2745, surely saint latter days,0
2746, words ... .words ... monday different day ...,0
2747, pugchat wanted let know I may able see pugchat buddies tonight grandma working late plus going bakery order cake mom  birthday weekend ,0
2748, goodluck ! bet ! emmys,0
2749, support antifa like gilbert ?,0
2750, yet I see daily antifa doxing without suspensions whatsoever mention CNN doxxing threatening meme creator,0
2751, I got,1
2752, labour amp lib dems 'remain ' parties want leave EU option conservatives saying,0
2753, treason hang business even trying F think trump needs lock fast,1
2754, another turd gone ESPN maybe one day watch sports channel,0
2755, coo got people thinking I really eat ass bitch ,1
2756, think going politically assassinate kavanaugh hurt family deeply become justice united states conservatives win ! I understand 're frightened,0
2757, elder owen bravest pointing culture part problem liberals engrained short lived culture culture change black  linked poverty resistance,1
2758, MAGA hack twitter lol ?,0
2759, smart,0
2760, ok please understand I one dubakoor mumtaj dubakoor army I support certain things I get saying I  understand survived point fit title winner,1
2761, loveforjess I might know many people spread word hopes,0
2762, trying justify death fact small amount dope fuck stop fucking killing people get damn gun control cops n't feel like every house/apartment go could potentially gun scared people unpredictable things,1
2763, aw boo BEST mom,0
2764, ya take advantage monuments standing stately around nation liberals continue,0
2765, real facts ... ... suck pussy grabber MOTHER fucker,1
2766, admit democrats know fleece dollars democrats stormy made huge profits D  flooding strip clubs stick dollar G. liberals easiest society fool..,0
2767, say 're part resistance I 'm fairly certain pro-gun control question ... would want government headed called dictator '' enact stricter gun control ? I n't think 's argument 'll get far '',1
2768, obviously trying cardi !  desperate,0
2769, russia agent fake-republican devin nunez says liberals antifa causing riots '' `` whinning '' '',0
2770, low,0
2771, brave nothing feel guilty needed survive thank courage,0
2772, simple ... .more gun control ads equals guns sold gun illiterates  smart enough figure,1
2773, cant give stitches I get cut NOT doctor I dont give  shits long went school end !,0
2774,  funny I  care,0
2775, one imagines sarcastic one worries,0
2776, im apart antifa foxy I agree terrorsits,1
2777, 's different trying argue wrong believing different god 'm respecting religion deserve respect back,0
2778, PIRATES OF DARK WATER ! ! ! 's another one I loved wondered story would turned allowed finish,0
2779, I n't know I feel sorry I block keep going thing read thing remainer still n't mater I 've answered questions amp done nothing,0
2780, discussing !,0
